Mod:Item:MetaData, Localized Name
environmentaltech:erodium_stairs, Erodium Stairs
environmentaltech:erodium_brick_stairs, Erodium Brick Stairs
environmentaltech:erodium_tile_stairs, Erodium Tile Stairs
environmentaltech:erodium_slab:0, Erodium Slab
environmentaltech:erodium_paver_slab:0, Erodium Paver Slab
environmentaltech:erodium_brick_slab:0, Erodium Brick Slab
environmentaltech:erodium_tile_slab:0, Erodium Tile Slab
environmentaltech:kyronite:0, Kyronite
environmentaltech:kyronite:1, Kyronite Paver
environmentaltech:kyronite:2, Kyronite Bricks
environmentaltech:kyronite:3, Kyronite Tiles
environmentaltech:kyronite_stairs, Kyronite Stairs
environmentaltech:kyronite_brick_stairs, Kyronite Brick Stairs
environmentaltech:kyronite_tile_stairs, Kyronite Tile Stairs
environmentaltech:kyronite_slab:0, Kyronite Slab
environmentaltech:kyronite_paver_slab:0, Kyronite Paver Slab
environmentaltech:kyronite_brick_slab:0, Kyronite Brick Slab
environmentaltech:kyronite_tile_slab:0, Kyronite Tile Slab
environmentaltech:pladium:0, Pladium
environmentaltech:pladium:1, Pladium Paver
environmentaltech:pladium:2, Pladium Bricks
environmentaltech:pladium:3, Pladium Tiles
environmentaltech:pladium_stairs, Pladium Stairs
environmentaltech:pladium_brick_stairs, Pladium Brick Stairs
environmentaltech:pladium_tile_stairs, Pladium Tile Stairs
environmentaltech:pladium_slab:0, Pladium Slab
environmentaltech:pladium_paver_slab:0, Pladium Paver Slab
environmentaltech:pladium_brick_slab:0, Pladium Brick Slab
environmentaltech:pladium_tile_slab:0, Pladium Tile Slab
environmentaltech:ionite:0, Ionite
environmentaltech:ionite:1, Ionite Paver
environmentaltech:ionite:2, Ionite Bricks
environmentaltech:ionite:3, Ionite Tiles
environmentaltech:ionite_stairs, Ionite Stairs
environmentaltech:ionite_brick_stairs, Ionite Brick Stairs
environmentaltech:ionite_tile_stairs, Ionite Tile Stairs
environmentaltech:ionite_slab:0, Ionite Slab
environmentaltech:ionite_paver_slab:0, Ionite Paver Slab
environmentaltech:ionite_brick_slab:0, Ionite Brick Slab
environmentaltech:ionite_tile_slab:0, Ionite Tile Slab
environmentaltech:aethium:0, Aethium
environmentaltech:aethium:1, Aethium Paver
environmentaltech:aethium:2, Aethium Bricks
environmentaltech:aethium:3, Aethium Tiles
environmentaltech:aethium_stairs, Aethium Stairs
environmentaltech:aethium_brick_stairs, Aethium Brick Stairs
environmentaltech:aethium_tile_stairs, Aethium Tile Stairs
environmentaltech:aethium_slab:0, Aethium Slab
environmentaltech:aethium_paver_slab:0, Aethium Paver Slab
environmentaltech:aethium_brick_slab:0, Aethium Brick Slab
environmentaltech:aethium_tile_slab:0, Aethium Tile Slab
environmentaltech:lonsdaleite:0, Lonsdaleite
environmentaltech:lonsdaleite:1, Lonsdaleite Paver
environmentaltech:lonsdaleite:2, Lonsdaleite Bricks
environmentaltech:lonsdaleite:3, Lonsdaleite Tiles
environmentaltech:lonsdaleite_stairs, Lonsdaleite Stairs
environmentaltech:lonsdaleite_brick_stairs, Lonsdaleite Brick Stairs
environmentaltech:lonsdaleite_tile_stairs, Lonsdaleite Tile Stairs
environmentaltech:lonsdaleite_slab:0, Lonsdaleite Slab
environmentaltech:lonsdaleite_paver_slab:0, Lonsdaleite Paver Slab
environmentaltech:lonsdaleite_brick_slab:0, Lonsdaleite Brick Slab
environmentaltech:lonsdaleite_tile_slab:0, Lonsdaleite Tile Slab
environmentaltech:mica, Mica
environmentaltech:litherite_crystal, Litherite Crystal
environmentaltech:erodium_crystal, Erodium Crystal
environmentaltech:kyronite_crystal, Kyronite Crystal
environmentaltech:pladium_crystal, Pladium Crystal
environmentaltech:ionite_crystal, Ionite Crystal
environmentaltech:aethium_crystal, Aethium Crystal
environmentaltech:lonsdaleite_crystal, Lonsdaleite Crystal
environmentaltech:interconnect, Interconnect
environmentaltech:tool_multiblock_assembler, Assembler
environmentaltech:connector, Connector
environmentaltech:modifier_null, Null Modifier
environmentaltech:modifier_speed, Speed Modifier
environmentaltech:structure_frame_1, Structure Frame Tier 1
environmentaltech:structure_frame_2, Structure Frame Tier 2
environmentaltech:structure_frame_3, Structure Frame Tier 3
environmentaltech:structure_frame_4, Structure Frame Tier 4
environmentaltech:structure_frame_5, Structure Frame Tier 5
environmentaltech:structure_frame_6, Structure Frame Tier 6
environmentaltech:structure_panel, Structure Panel
environmentaltech:structure_panel_clear, Clear Structure Panel
environmentaltech:lightning_rod, Lightning Rod
environmentaltech:lightning_rod_insulated, tile.environmentaltech.lightning_rod_insulated.name
environmentaltech:solar_cont_1, Solar Array Controller Tier 1
environmentaltech:solar_cont_2, Solar Array Controller Tier 2
environmentaltech:solar_cont_3, Solar Array Controller Tier 3
environmentaltech:solar_cont_4, Solar Array Controller Tier 4
environmentaltech:solar_cont_5, Solar Array Controller Tier 5
environmentaltech:solar_cont_6, Solar Array Controller Tier 6
environmentaltech:solar_cell_litherite, Litherite Solar Cell
environmentaltech:solar_cell_erodium, Erodium Solar Cell
environmentaltech:solar_cell_kyronite, Kyronite Solar Cell
environmentaltech:solar_cell_pladium, Pladium Solar Cell
environmentaltech:solar_cell_ionite, Ionite Solar Cell
environmentaltech:solar_cell_aethium, Aethium Solar Cell
environmentaltech:modifier_piezo, Piezo Modifier
environmentaltech:photovoltaic_cell, Photovoltaic Cell
environmentaltech:thermal_cell, Thermal Cell
environmentaltech:laser_core, Laser Core
environmentaltech:laser_lens, Clear Laser Lens
environmentaltech:laser_lens_colored:0, White Laser Lens
environmentaltech:laser_lens_colored:1, Orange Laser Lens
environmentaltech:laser_lens_colored:2, Magenta Laser Lens
environmentaltech:laser_lens_colored:3, Light Blue Laser Lens
environmentaltech:laser_lens_colored:4, Yellow Laser Lens
environmentaltech:laser_lens_colored:5, Lime Laser Lens
environmentaltech:laser_lens_colored:6, Pink Laser Lens
environmentaltech:laser_lens_colored:7, Gray Laser Lens
environmentaltech:laser_lens_colored:8, Light Gray Laser Lens
environmentaltech:laser_lens_colored:9, Cyan Laser Lens
environmentaltech:laser_lens_colored:10, Purple Laser Lens
environmentaltech:laser_lens_colored:11, Blue Laser Lens
environmentaltech:laser_lens_colored:12, Brown Laser Lens
environmentaltech:laser_lens_colored:13, Green Laser Lens
environmentaltech:laser_lens_colored:14, Red Laser Lens
environmentaltech:laser_lens_colored:15, Black Laser Lens
environmentaltech:modifier_accuracy, Accuracy Modifier
environmentaltech:diode, Diode
environmentaltech:void_ore_miner_cont_1, Void Ore Miner Controller Tier 1
environmentaltech:void_ore_miner_cont_2, Void Ore Miner Controller Tier 2
environmentaltech:void_ore_miner_cont_3, Void Ore Miner Controller Tier 3
environmentaltech:void_ore_miner_cont_4, Void Ore Miner Controller Tier 4
environmentaltech:void_ore_miner_cont_5, Void Ore Miner Controller Tier 5
environmentaltech:void_ore_miner_cont_6, Void Ore Miner Controller Tier 6
environmentaltech:void_res_miner_cont_1, Void Resource Miner Controller Tier 1
environmentaltech:void_res_miner_cont_2, Void Resource Miner Controller Tier 2
environmentaltech:void_res_miner_cont_3, Void Resource Miner Controller Tier 3
environmentaltech:void_res_miner_cont_4, Void Resource Miner Controller Tier 4
environmentaltech:void_res_miner_cont_5, Void Resource Miner Controller Tier 5
environmentaltech:void_res_miner_cont_6, Void Resource Miner Controller Tier 6
thaumicpotatoes:potatoore, Petrified Potato Ore
thaumicpotatoes:potatobrick, Potato Bricks
thaumicpotatoes:thaumicpotato, Thaumic Potato
thaumicpotatoes:potatoalloy, Potato Alloy
thaumicpotatoes:backpack, Potato Bag
thaumicpotatoes:potatorod, Potato Cleaver
thaumicpotatoes:potatopickaxe, P-Alloy Pickaxe
thaumicpotatoes:potatohoe, P-Alloy Hoe
thaumicpotatoes:potatoshovel, P-Alloy "Axpade"
thaumicpotatoes:potatoshears, P-Alloy Tactical Shears
thaumicpotatoes:potatolauncher, Staff of Potatomancy
thaumicpotatoes:ammo_normal, Reinforced Potato
thaumicpotatoes:ammo_poisonous, Reinforced Poisonous Potato
thaumicpotatoes:ammo_baked, Reinforced Baked Potato
thaumicpotatoes:taintedcore_perditio, Tainted Core [Perditio]
thaumicpotatoes:taintedcore_ordo, Tainted Core [Ordo]
thaumicpotatoes:eldritchflesh, Flesh of Eldritch
thaumicpotatoes:eldritchblood, Blood of Eldritch
thaumicpotatoes:petrifiedpotato, Petrified Potato
thaumicpotatoes:potatosoup, Potato Soup
thaumicpotatoes:ravioli, Ravioli
thaumicpotatoes:vodka, Vodka
thaumicpotatoes:frenchfries, French Fries
thaumicpotatoes:carbonator, The Carbonator
thaumicpotatoes:mashedpotatoes, Mashed Potatoes
thaumicpotatoes:potainto, Potainto
thaumicpotatoes:eldritchheart, Heart of Eldritch
thaumicpotatoes:potadough, Potadough
thaumicpotatoes:frozenrod, Frozen Potato Cleaver
thaumicpotatoes:record_farewell, Music Disc
thaumicpotatoes:truth, Broken Thaumonomicon
immersivepetroleum:metal_device:0, Automatic Lubricator
immersivepetroleum:metal_device:1, Portable Generator
immersivepetroleum:stone_decoration, tile.immersivepetroleum.stone_decoration.name
immersivepetroleum:material:0, Bitumen
immersivepetroleum:schematic, %s Projector
immersivepetroleum:speedboat, Motorboat
immersivepetroleum:upgrades:0, Reinforced Hull
immersivepetroleum:upgrades:1, Icebreaker Bow
immersivepetroleum:upgrades:2, Expanded Fuel Tank
immersivepetroleum:upgrades:3, Maneuvering Rudders
immersivepetroleum:upgrades:4, Emergency Paddles
immersivepetroleum:oil_can, Lubricant Can
teslacorelib:base_addon, Base Addon
teslacorelib:energy_tier1, Energy Upgrade I
teslacorelib:energy_tier2, Energy Upgrade II
teslacorelib:machine_case, Machine Case
teslacorelib:speed_tier1, Speed Upgrade I
teslacorelib:speed_tier2, Speed Upgrade II
teslacorelib:wrench, Tesla Wrench
industrialwires:ic2_connector:0, Tin Wire Connector
industrialwires:ic2_connector:1, Tin Wire Relay
industrialwires:ic2_connector:2, Copper Wire Connector
industrialwires:ic2_connector:3, Copper Wire Relay
industrialwires:ic2_connector:4, Gold Wire Connector
industrialwires:ic2_connector:5, Gold Wire Relay
industrialwires:ic2_connector:6, IC2 HV Wire Connector
industrialwires:ic2_connector:7, IC2 HV Wire Relay
industrialwires:ic2_connector:8, Glass Fiber Wire Connector
industrialwires:ic2_connector:9, Glass Fiber Wire Relay
industrialwires:jacobs_ladder:0, Small Jacob's ladder
industrialwires:jacobs_ladder:1, Jacob's ladder
industrialwires:jacobs_ladder:2, Huge Jacob's ladder
industrialwires:control_panel:0, Control Panel
industrialwires:control_panel:1, Redstone Wire Controller
industrialwires:control_panel:2, Panel Connector
industrialwires:control_panel:3, Control Panel Creator
industrialwires:control_panel:4, Unfinished Control Panel
industrialwires:ic2_wire_coil:0, Tin Wire Coil
industrialwires:ic2_wire_coil:1, Copper Wire Coil
industrialwires:ic2_wire_coil:2, Gold Wire Coil
industrialwires:ic2_wire_coil:3, IC2 HV Wire Coil
industrialwires:ic2_wire_coil:4, Glass Fiber Wire Coil
industrialwires:panel_component:0, Lighted Button
industrialwires:panel_component:1, Label
industrialwires:panel_component:2, Indicator Light
industrialwires:panel_component:3, Slider
industrialwires:panel_component:4, Variac®
industrialwires:panel_component:5, Toggle Switch
industrialwires:panel_component:6, Covered Toggle Switch
industrialwires:panel_component:7, Lock Switch
industrialwires:panel_component:8, Panel Meter
industrialwires:panel_component:9, 7-Segment Display
industrialwires:key:0, Blank Key
industrialwires:key:2, Key Ring
integrateddynamics:part_audio_reader_item, item.items.integrateddynamics.part_audio_reader_item.name
integrateddynamics:part_block_reader_item, item.items.integrateddynamics.part_block_reader_item.name
integrateddynamics:part_entity_reader_item, item.items.integrateddynamics.part_entity_reader_item.name
integrateddynamics:part_extradimensional_reader_item, item.items.integrateddynamics.part_extradimensional_reader_item.name
integrateddynamics:part_fluid_reader_item, item.items.integrateddynamics.part_fluid_reader_item.name
integrateddynamics:part_inventory_reader_item, item.items.integrateddynamics.part_inventory_reader_item.name
integrateddynamics:part_machine_reader_item, item.items.integrateddynamics.part_machine_reader_item.name
integrateddynamics:part_network_reader_item, item.items.integrateddynamics.part_network_reader_item.name
integrateddynamics:part_redstone_reader_item, item.items.integrateddynamics.part_redstone_reader_item.name
integrateddynamics:part_world_reader_item, item.items.integrateddynamics.part_world_reader_item.name
integrateddynamics:part_audio_writer_item, item.items.integrateddynamics.part_audio_writer_item.name
integrateddynamics:part_effect_writer_item, item.items.integrateddynamics.part_effect_writer_item.name
integrateddynamics:part_inventory_writer_item, item.items.integrateddynamics.part_inventory_writer_item.name
integrateddynamics:part_redstone_writer_item, item.items.integrateddynamics.part_redstone_writer_item.name
integrateddynamics:part_static_light_panel_item, item.items.integrateddynamics.part_static_light_panel_item.name
integrateddynamics:part_dynamic_light_panel_item, item.items.integrateddynamics.part_dynamic_light_panel_item.name
integrateddynamics:part_display_panel_item, item.items.integrateddynamics.part_display_panel_item.name
integrateddynamics:part_connector_mono_directional_item, item.items.integrateddynamics.part_connector_mono_directional_item.name
integrateddynamics:part_connector_omni_directional_item, item.items.integrateddynamics.part_connector_omni_directional_item.name
integrateddynamics:cable, Logic Cable
integrateddynamics:variablestore:0, Variable Store
integrateddynamics:logic_programmer:0, Logic Programmer
integrateddynamics:energy_battery, Energy Battery
integrateddynamics:creative_energy_battery, Creative Energy Battery
integrateddynamics:coal_generator:0, Generator
integrateddynamics:proxy:0, Proxy
integrateddynamics:materializer:0, Materializer
integrateddynamics:menril_log:0, Menril Wood
integrateddynamics:menril_log_filled:0, Enriched Menril Wood
integrateddynamics:menril_leaves:0, Menril Leaves
integrateddynamics:menril_sapling:0, Menril Sapling
integrateddynamics:menril_planks, Menril Wood Planks
integrateddynamics:crystalized_menril_block, Block of Crystalized Menril
integrateddynamics:crystalized_menril_brick, Crystalized Menril Brick
integrateddynamics:block_menril_resin:0, Menril Resin
integrateddynamics:drying_basin, Drying Basin
integrateddynamics:squeezer:0, Squeezer
integrateddynamics:menril_torch:0, Menril Torch
integrateddynamics:menril_torch_stone:0, Menril Stone Torch
integrateddynamics:menril_planks_stairs:0, Menril Wood Stairs
integrateddynamics:crystalized_menril_block_stairs:0, Crystalized Menril Stairs
integrateddynamics:crystalized_menril_brick_stairs:0, Crystalized Menril Brick Stairs
integrateddynamics:delay:0, Delayer
integrateddynamics:block_liquid_chorus:0, Liquid Chorus
integrateddynamics:crystalized_chorus_block, Block of Crystalized Chorus
integrateddynamics:crystalized_chorus_brick, Crystalized Chorus Brick
integrateddynamics:crystalized_chorus_block_stairs:0, Crystalized Chorus Stairs
integrateddynamics:crystalized_chorus_brick_stairs:0, Crystalized Chorus Brick Stairs
integrateddynamics:wrench, Wrench
integrateddynamics:variable, Variable Card
integrateddynamics:labeller, Labeller
integrateddynamics:facade, Facade
integrateddynamics:crystalized_menril_chunk, Crystalized Menril Chunk
integrateddynamics:variable_transformer:0, Output Variable Transformer
integrateddynamics:variable_transformer:1, Input Variable Transformer
integrateddynamics:menril_berries, Menril Berries
integrateddynamics:portable_logic_programmer, Portable Logic Programmer
integrateddynamics:on_the_dynamics_of_integration, On the Dynamics of Integration
integrateddynamics:crystalized_chorus_chunk, Crystalized Chorus Chunk
integrateddynamics:logic_director, Logic Director
integratedtunnels:part_interface_energy_item, item.items.integratedtunnels.part_interface_energy_item.name
integratedtunnels:part_importer_energy_item, item.items.integratedtunnels.part_importer_energy_item.name
integratedtunnels:part_exporter_energy_item, item.items.integratedtunnels.part_exporter_energy_item.name
integratedtunnels:part_importer_world_energy_item, item.items.integratedtunnels.part_importer_world_energy_item.name
integratedtunnels:part_exporter_world_energy_item, item.items.integratedtunnels.part_exporter_world_energy_item.name
integratedtunnels:part_interface_item_item, item.items.integratedtunnels.part_interface_item_item.name
integratedtunnels:part_importer_item_item, item.items.integratedtunnels.part_importer_item_item.name
integratedtunnels:part_exporter_item_item, item.items.integratedtunnels.part_exporter_item_item.name
integratedtunnels:part_importer_world_item_item, item.items.integratedtunnels.part_importer_world_item_item.name
integratedtunnels:part_exporter_world_item_item, item.items.integratedtunnels.part_exporter_world_item_item.name
integratedtunnels:part_interface_fluid_item, item.items.integratedtunnels.part_interface_fluid_item.name
integratedtunnels:part_importer_fluid_item, item.items.integratedtunnels.part_importer_fluid_item.name
integratedtunnels:part_exporter_fluid_item, item.items.integratedtunnels.part_exporter_fluid_item.name
integratedtunnels:part_importer_world_fluid_item, item.items.integratedtunnels.part_importer_world_fluid_item.name
integratedtunnels:part_exporter_world_fluid_item, item.items.integratedtunnels.part_exporter_world_fluid_item.name
integratedtunnels:part_importer_world_block_item, item.items.integratedtunnels.part_importer_world_block_item.name
integratedtunnels:part_exporter_world_block_item, item.items.integratedtunnels.part_exporter_world_block_item.name
integratedtunnels:part_player_simulator_item, item.items.integratedtunnels.part_player_simulator_item.name
presentstand:white_present_stand, White Present Stand
presentstand:orange_present_stand, Orange Present Stand
presentstand:magenta_present_stand, Magenta Present Stand
presentstand:light_blue_present_stand, Light Blue Present Stand
presentstand:yellow_present_stand, Yellow Present Stand
presentstand:lime_present_stand, Lime Present Stand
presentstand:pink_present_stand, Pink Present Stand
presentstand:gray_present_stand, Gray Present Stand
presentstand:light_gray_present_stand, Light Gray Present Stand
presentstand:cyan_present_stand, Cyan Present Stand
presentstand:purple_present_stand, Purple Present Stand
presentstand:blue_present_stand, Blue Present Stand
presentstand:brown_present_stand, Brown Present Stand
presentstand:green_present_stand, Green Present Stand
presentstand:red_present_stand, Red Present Stand
presentstand:black_present_stand, Black Present Stand
xreliquary:apothecary_cauldron, tile.apothecary_cauldron.name
xreliquary:altar, tile.altar.name
xreliquary:apothecary_mortar, tile.apothecary_mortar.name
xreliquary:fertile_lilypad, tile.fertile_lilypad.name
xreliquary:interdiction_torch, tile.interdiction_torch.name
xreliquary:wraith_node, tile.wraith_node.name
xreliquary:pedestal:0, Pedestal
xreliquary:pedestal:1, Pedestal
xreliquary:pedestal:2, Pedestal
xreliquary:pedestal:3, Pedestal
xreliquary:pedestal:4, Pedestal
xreliquary:pedestal:5, Pedestal
xreliquary:pedestal:6, Pedestal
xreliquary:pedestal:7, Pedestal
xreliquary:pedestal:8, Pedestal
xreliquary:pedestal:9, Pedestal
xreliquary:pedestal:10, Pedestal
xreliquary:pedestal:11, Pedestal
xreliquary:pedestal:12, Pedestal
xreliquary:pedestal:13, Pedestal
xreliquary:pedestal:14, Pedestal
xreliquary:pedestal:15, Pedestal
xreliquary:pedestal_passive:0, Pedestal (Display only)
xreliquary:pedestal_passive:1, Pedestal (Display only)
xreliquary:pedestal_passive:2, Pedestal (Display only)
xreliquary:pedestal_passive:3, Pedestal (Display only)
xreliquary:pedestal_passive:4, Pedestal (Display only)
xreliquary:pedestal_passive:5, Pedestal (Display only)
xreliquary:pedestal_passive:6, Pedestal (Display only)
xreliquary:pedestal_passive:7, Pedestal (Display only)
xreliquary:pedestal_passive:8, Pedestal (Display only)
xreliquary:pedestal_passive:9, Pedestal (Display only)
xreliquary:pedestal_passive:10, Pedestal (Display only)
xreliquary:pedestal_passive:11, Pedestal (Display only)
xreliquary:pedestal_passive:12, Pedestal (Display only)
xreliquary:pedestal_passive:13, Pedestal (Display only)
xreliquary:pedestal_passive:14, Pedestal (Display only)
xreliquary:pedestal_passive:15, Pedestal (Display only)
xreliquary:alkahestry_tome, item.alkahestry_tome.name
xreliquary:mob_ingredient:0, Rib Bone
xreliquary:mob_ingredient:1, Withered Rib
xreliquary:mob_ingredient:2, Chelicerae
xreliquary:mob_ingredient:3, Catalyzing Gland
xreliquary:mob_ingredient:4, Slime Pearl
xreliquary:mob_ingredient:5, Bat Wing
xreliquary:mob_ingredient:6, Zombie Heart
xreliquary:mob_ingredient:7, Molten Core
xreliquary:mob_ingredient:8, Eye of the Storm
xreliquary:mob_ingredient:9, Fertile Essence
xreliquary:mob_ingredient:10, Frozen Core
xreliquary:mob_ingredient:11, Nebulous Heart
xreliquary:mob_ingredient:12, Squid Beak
xreliquary:mob_ingredient:13, Infernal Claw
xreliquary:mob_ingredient:14, Kraken Shell Fragment
xreliquary:mob_ingredient:15, Crimson Cloth
xreliquary:mob_ingredient:16, Guardian Spike
xreliquary:mercy_cross, item.mercy_cross.name
xreliquary:angelheart_vial, item.angelheart_vial.name
xreliquary:angelic_feather, item.angelic_feather.name
xreliquary:attraction_potion, item.attraction_potion.name
xreliquary:destruction_catalyst, item.destruction_catalyst.name
xreliquary:emperor_chalice, item.emperor_chalice.name
xreliquary:ender_staff, item.ender_staff.name
xreliquary:fertile_potion, item.fertile_potion.name
xreliquary:fortune_coin, item.fortune_coin.name
xreliquary:glacial_staff, item.glacial_staff.name
xreliquary:glowing_bread, item.glowing_bread.name
xreliquary:glowing_water, item.glowing_water.name
xreliquary:gun_part:0, Grip Assembly
xreliquary:gun_part:1, Barrel Assembly
xreliquary:gun_part:2, Hammer Assembly
xreliquary:handgun, item.handgun.name
xreliquary:harvest_rod, item.harvest_rod.name
xreliquary:mob_charm_fragment:0, §aZombie Charm Fragment
xreliquary:mob_charm_fragment:1, §aSkeleton Charm Fragment
xreliquary:mob_charm_fragment:2, §aWither Skeleton Charm Fragment
xreliquary:mob_charm_fragment:3, §aCreeper Charm Fragment
xreliquary:mob_charm_fragment:4, §aWitch Charm Fragment
xreliquary:mob_charm_fragment:5, §aZombie Pigman Charm Fragment
xreliquary:mob_charm_fragment:6, §aCave Spider Charm Fragment
xreliquary:mob_charm_fragment:7, §aSpider Charm Fragment
xreliquary:mob_charm_fragment:8, §aEnderman Charm Fragment
xreliquary:mob_charm_fragment:9, §aGhast Charm Fragment
xreliquary:mob_charm_fragment:10, §aSlime Charm Fragment
xreliquary:mob_charm_fragment:11, §aMagma Cube Charm Fragment
xreliquary:mob_charm_fragment:12, §aBlaze Charm Fragment
xreliquary:mob_charm_fragment:13, §aGuardian Charm Fragment
xreliquary:hero_medallion, item.hero_medallion.name
xreliquary:holy_hand_grenade, item.holy_hand_grenade.name
xreliquary:ice_magus_rod, item.ice_magus_rod.name
xreliquary:infernal_chalice, item.infernal_chalice.name
xreliquary:infernal_claws, item.infernal_claws.name
xreliquary:infernal_tear, item.infernal_tear.name
xreliquary:kraken_shell, item.kraken_shell.name
xreliquary:lantern_of_paranoia, item.lantern_of_paranoia.name
xreliquary:magicbane, item.magicbane.name
xreliquary:midas_touchstone, item.midas_touchstone.name
xreliquary:mob_charm:0, §aZombie Charm
xreliquary:mob_charm:0, §aSkeleton Charm
xreliquary:mob_charm:0, §aWither Skeleton Charm
xreliquary:mob_charm:0, §aCreeper Charm
xreliquary:mob_charm:0, §aWitch Charm
xreliquary:mob_charm:0, §aZombie Pigman Charm
xreliquary:mob_charm:0, §aCave Spider Charm
xreliquary:mob_charm:0, §aSpider Charm
xreliquary:mob_charm:0, §aEnderman Charm
xreliquary:mob_charm:0, §aGhast Charm
xreliquary:mob_charm:0, §aSlime Charm
xreliquary:mob_charm:0, §aMagma Cube Charm
xreliquary:mob_charm:0, §aBlaze Charm
xreliquary:mob_charm:0, §aGuardian Charm
xreliquary:mob_charm_belt, item.mob_charm_belt.name
xreliquary:phoenix_down, item.phoenix_down.name
xreliquary:pyromancer_staff, item.pyromancer_staff.name
xreliquary:rending_gale, item.rending_gale.name
xreliquary:rod_of_lyssa, item.rod_of_lyssa.name
xreliquary:salamander_eye, item.salamander_eye.name
xreliquary:serpent_staff, item.serpent_staff.name
xreliquary:shears_of_winter, item.shears_of_winter.name
xreliquary:sojourner_staff, item.sojourner_staff.name
xreliquary:twilight_cloak, item.twilight_cloak.name
xreliquary:void_tear, item.void_tear.name
xreliquary:witch_hat, item.witch_hat.name
xreliquary:witherless_rose, item.witherless_rose.name
xreliquary:potion:0, Condensed Potion Vial
xreliquary:bullet:0, Empty Casing
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:2, Exorcism Shot
xreliquary:bullet:3, Blaze Shot
xreliquary:bullet:4, Ender Shot
xreliquary:bullet:5, Concussive Shot
xreliquary:bullet:6, Buster Shot
xreliquary:bullet:7, Seeker Shot
xreliquary:bullet:8, Sand Shot
xreliquary:bullet:9, Storm Shot
xreliquary:magazine:0, Empty Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:2, Exorcism Magazine
xreliquary:magazine:3, Blaze Magazine
xreliquary:magazine:4, Ender Magazine
xreliquary:magazine:5, Concussive Magazine
xreliquary:magazine:6, Buster Magazine
xreliquary:magazine:7, Seeker Magazine
xreliquary:magazine:8, Sand Magazine
xreliquary:magazine:9, Storm Magazine
xreliquary:tipped_arrow, Tipped Arrow
scannable:scanner, Scanner
scannable:module_blank, Blank Scanner Module
scannable:module_range, Scanner Module: Range
scannable:module_animal, Scanner Module: Animals
scannable:module_monster, Scanner Module: Monsters
scannable:module_ore_common, Scanner Module: Common Ores
scannable:module_ore_rare, Scanner Module: Rare Ores
scannable:module_block, Scanner Module: Block
scannable:module_structure, Scanner Module: Structures
scannable:module_fluid, Scanner Module: Fluids
scannable:module_entity, Scanner Module: Entity
spiceoflife:bookfoodjournal, Food Journal
spiceoflife:lunchbox, Lunch Box
spiceoflife:lunchbag, Lunch Bag
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
